FECHA DE CREACION,AUTOR,TEXTO,ANÁLISIS DE SENTIMIENTOS,POSITIVOS,NEGATIVOS,NEUTROS
Thu May 21 17:34:37 +0000 2020,AnoriNanuk,Investigadores 100 De Tasa De Curado De Covid 19 Utilizando Dioxido De Cloro Intravenoso Los datos preliminares de un ensayo clinico en el que participaron mas de 100 pacientes covid 19 en Ecuador han dado como resultado una tasa de curacion de 100 ,0,,,1
Thu May 21 17:31:39 +0000 2020,Primicias,Una delegacion de 120 personas tuvo Ecuador en los Juegos Militares realizados en Wuhan el evento donde habria empezado el esparcimiento del coronavirus ,0,,,1
Thu May 21 17:30:51 +0000 2020,Diario Opinion, Atencion Se registran 2 939 fallecidos y 35 306 casos positivos de COVID 19 en Ecuador ,0,,,1
Thu May 21 17:30:00 +0000 2020,PSUV,Sigue emergencia en Ecuador en una semana Quito duplico sus casos de COVID 19 VenezuelaVictoriosa ,0,,,1
Thu May 21 17:29:18 +0000 2020,Machala Movil,COVID 19 en Ecuador 35 306 casos positivos y 2 939 fallecidos por la enfermedad ,0,,,1
Thu May 21 17:28:24 +0000 2020,Mongabay Latam, Ecuador Ausencia de turismo por COVID19 pone en peligro la conservacion de Galapagos mas de la mitad de su presupuesto anual depende de visitantes y actividades como realizacion de videos y fotografias Cual es la situacion del parque nacional ,0,,,1
Thu May 21 17:25:37 +0000 2020,GlobalAuditors,Este es un momento historico en el que nada ni nadie puede mantenerse al margen Es momento de innovar Vamos a salir adelante vamos a estar bien COVID19 Ecuador GlobalAuditors emprendimiento Finanzas Covid 19 COVID19Ecuador ,-1,,1,
Thu May 21 17:25:30 +0000 2020,LIBERO,Aca en Ecuador hay decenas de denuncias comprobadas por sobreprecios en la compra de insumos para COVID 19 en hospitales publicos y en el Seguro Social IESS pero a diferencia de Bolivia ningun Pez Gordo esta detenido solo los de medio pelo y analistas de contratacion ,-1,,1,
Thu May 21 17:22:47 +0000 2020,TC Television, AHORA Hay 3 638 pacientes con alta hospitalaria por Covid 19 en Ecuador Detalles aqui ,-1,,1,
Thu May 21 17:21:54 +0000 2020,TC Television, COMPARTIR El Ministerio de Salud Publica dio a conocer que 3 638 personas de diferentes ciudades del pais han sido dadas de alta Haran aislamiento hasta que nuevas pruebas verifiquen que no tienen Covid 19 Informese ,0,,,1
Thu May 21 17:20:06 +0000 2020,Radio La Calle, LaCalleEnEmergencia Segun datos del COE Nacional al momento existen 35 306 casos de Covid 19 en Ecuador QuedateEnCasa ,1,1,,
Thu May 21 17:18:29 +0000 2020,Patricia Armijo, ACTUALIZACION l Estas son las cifras en torno al coronavirus en Ecuador 35306 confirmados 2939 fallecidos Covid 19 1880 fallecidos probable coronavirus 3536 recuperados 3638 alta hospitalaria 10087 alta epidemiologica Via ,-1,,1,
Thu May 21 17:18:07 +0000 2020,Radio La Calle, LaCalleEnEmergencia Segun datos del COE Nacional hay 4 819 fallecidos relacionados al Covid 19 en Ecuador QuedateEnCasa ,0,,,1
Thu May 21 17:18:00 +0000 2020,Jose Diez,MEDICINANARANJA fredyco79 EstebanOrtizMD Arcsa Ec Te parece poca evidencia miles de personas curadas algunas en pocas horas en Ecuador y Colombia de Covid 19 Es hora de que abramos los ojos ,-1,,1,
Thu May 21 17:17:53 +0000 2020,Radio La Calle, LaCalleEnEmergencia Segun datos del COE Nacional existen 35 306 contagios por Covid 19 en Ecuador QuedateEnCasa ,-1,,1,
Thu May 21 17:16:26 +0000 2020,El Noticiero, ATENCION Hay 2 939 victimas mortales por Covid 19 en Ecuador Detalles aqui ,-1,,1,
Thu May 21 17:16:12 +0000 2020,TC Television, BALANCE En Ecuador hasta la manana de este jueves se han confirmado 35 306 casos positivos de COVID 19 El numero de fallecidos subio a 2 939 Las provincias con mas muertes registradas Guayas Manabi Pichincha y Santa Elena Mas detalles en ,0,,,1
Thu May 21 17:15:00 +0000 2020,El Telegrafo Ecuador,Datos actualizados de Covid 19 en Ecuador y Sudamerica QuedateEnCasa CoronavirusEnEcuador ,-1,,1,
Thu May 21 17:12:55 +0000 2020,TC Television, ULTIMA HORA Se reportan 35 306 casos de covid 19 en Ecuador Detalles aqui ,0,,,1
Thu May 21 17:12:49 +0000 2020,TC Television, CIFRAS Ecuador registra 35 306 casos de COVID 19 El Ministerio de Salud Publica entrego la cifra actualizada de personas contagiadas de Coronavirus en el pais Se detallo ademas que se han realizado 101 580 pruebas Mas detalles AQUI ,0,,,1
Thu May 21 17:11:21 +0000 2020,Diario EL TIEMPO, ATENCION El numero de contagiados por Covid 19 en Ecuador asciende a 35 306 Conoce los casos en AmericaDelSur V ,0,,,1
Thu May 21 17:09:36 +0000 2020,usfq_ecuador, YoMeQuedoEnCasa En la edicion 11 de Koyuntura Express del Instituto de Economia USFQ compartimos reflexiones sobre la oferta de alimentos en Ecuador en tiempos de Covid 19 Conoce mas aqui ,-1,,1,
Thu May 21 17:07:55 +0000 2020,Quedate en Casa, No les recuerda a algunos idiotas diputados y funcionarios de este pais ojala asi de justa fuera la vida con esos que dicen que es una gripita o que es una bendicion ojala les toque Rodrigo Avila seguis vos ,0,,,1
Thu May 21 17:07:38 +0000 2020,Tamayu, Urgente Ecuador registran hoy jueves 21 de mayo de 2020 35 306 casos de Covid 19 confirmados en el pais y 2 939 personas fallecidas ConcejoAbiertoQuito FelizJueves GonzaloCastillo MashiRafael fabriciovelav,-1,,1,
Thu May 21 17:06:44 +0000 2020,Complice FM, Ecuador 35 306 casos de covid 19 en Ecuador hay 4 819 personas fallecidas en el contexto del coronavirus ,0,,,1
Thu May 21 17:06:05 +0000 2020,Mi rey,porqtendenciauy Es simple no son ignorantes como en el ecuador Bienvenidos Covid 19,-1,,1,
Thu May 21 17:05:47 +0000 2020, Suggar Doctor [?][?],Dr MauricioEdiQui presidente de la aememiecuador si todavia es activo en Twitter le gustaria debatir sobre su estudio preliminar de CDS en pacientes Covid 19 en ecuador Tengo muchas interrogantes al respecto de ese estudio y quien mejor que usted para contestarlas ,-1,,1,
Thu May 21 17:04:49 +0000 2020,EL SHOW DEL GITANO, ECUADOR Se registran 35 306 casos confirmados de covid 19 en Ecuador asi lo confirmo el Comite de Operaciones Especiales COE en su boletin 84 de este 21 de mayo 4 819 personas han fallecido en el pais en el contexto del coronavirus Coronavirus Contagios ElShowDelGitano ,-1,,1,
Thu May 21 17:02:41 +0000 2020,INSPI ECUADOR,Dr Alfredo Bruno Coordinador Tecnico General de INSPI ECUADOR interviene en la webinar de orasconhu contando las experiencias del Centro de Referencia Nacional de Virus Respiratorios del INSPI en los procedimientos para Diagnostico y deteccion por laboratorio de COVID 19 ,0,,,1
Thu May 21 17:00:07 +0000 2020, Andres, 12 700 victimas de Covid 19 en Ecuador no 2 800 como dice el gobierno ,-1,,1,
Thu May 21 17:00:01 +0000 2020,EcuadorTV, ATENCION El numero de contagiados por Covid 19 en Ecuador asciende a 35 306 Conoce otros datos en nuestra infografia V ,0,,,1
Thu May 21 16:59:35 +0000 2020,Accion Libertaria,Ese periodista pendejo que se pasaba jodiendo por el numero de muertos por Covid 19 en Ecuador ahora se hace el cojudo y mira para otro lado cuando se trata de quitarle la careta a los que se robaron la plata del IESSec q tb es su plata Un tipo sin veracidad ,0,,,1
Thu May 21 16:58:11 +0000 2020,Matias Ban,El COVID 19 entro en Ecuador con temperaturas arriba de 25 grados Y LO VOLTEO NO TIENE NADA QUE VER EL CALOR Y O EL FRIO Por favor ES MENTIRA ,0,,,1
Thu May 21 16:57:00 +0000 2020,Te Lo Cuento News,Alrededor de 400 presos del Centro de Rehabilitacion Social de Ambato en la provincia de Tungurahua ubicada en la region central de Ecuador dieron positivo para COVID 19 ,0,,,1
Thu May 21 16:54:40 +0000 2020,INSPI ECUADOR,Dr Alberto Orlando Director Ejecutivo de INSPI ECUADOR interviene en este momento en la webinar Diagnostico y deteccion por laboratorio COVID 19 organizado por el Organismo Andino de Salud orasconhu ,-1,,1,
Thu May 21 16:51:03 +0000 2020,UNESCO Quito,Consultoria para la elaboracion estrategia comunicacional y produccion de material comunicacional para radio y redes sociales para la sensibilizacion sobre modelo educativo en contextos de emergencia por COVID 19 Ecuador TdRs ,-1,,1,
Thu May 21 16:49:46 +0000 2020,CalientitosTV,santiagocastrot 800 soldados de las Fuerzas Armadas han sido contagiados de COVID 19 en Ecuador Guayaquil ,-1,,1,
Thu May 21 16:42:50 +0000 2020,La Posta Ec, Actualizacion Te dejamos aqui los datos que emite el Gobierno sobre el Covid 19 en el Ecuador Hay 10 087 personas con alta epidemiologica ,0,,,1
Thu May 21 16:31:36 +0000 2020,Sylvain Lesage,Vivir en altura reduce mucho los riesgos de infeccion por la COVID 19 segun estudio sobre Tibet Bolivia y Ecuador Notan una gran diferencia entre Occidente y Oriente en Bolivia lo mismo pasa entre zonas altas y bajas de Ecuador o entre Tibet y Sichuan ,-1,,1,
Thu May 21 16:29:01 +0000 2020,Unidad Victimas, La UnidadVictimas atiende a las victimas en el exterior en este sentido en el marco del COVID 19 logramos firmar un convenio con el NRC LAC para atender a esta poblacion en Ecuador y Panama RamonRguezA en sesion de ComisionVI de SenadoGovCo UnidosPorLasVictimas ,0,,,1
Thu May 21 16:28:00 +0000 2020, Luis Soriano ,AsambleaSV ustedes que menosprecian el virus Sars coV 2 lean esta noticia y vean ustedes estan a tiempo ella no ,-1,,1,
Thu May 21 16:27:57 +0000 2020,Manavision Canal 9, ACTUALIDAD Los casos de COVID 19 alcanzan los 5 millones en todo el mundo ,-1,,1,
Thu May 21 16:20:41 +0000 2020,INSPI ECUADOR,Dr Alberto Orlando Director Ejec participa con su equipo tecnico de la webinar organizada por el Organismo Andino de Salud orasconhu para compartir experiencias relacionadas al uso de pruebas diagnosticas para detectar al SARS CoV2 y su aplicacion en la pandemia de COVID 19 ,-1,,1,
Thu May 21 16:16:43 +0000 2020,Conekta21,He publicado un episodio en ivoox Ecuador Mas de 100 Casos Recuperados de COVID 19 con CDS Dioxido de Cloro Andreas Kalcker 2 audios 18 5 2020 podcast ,0,,,1
Thu May 21 16:15:06 +0000 2020,Cihuacoatl,Lenin jguaido OtraPutaDelImperio que al igual que Guaido vendio el culo a Pompeo Covid 19 en Ecuador te quito de inmediato protestas contra tus politicas neoliberales Los muertos quedan tirados en las calles porque lo unico que les ofreces son cajas de carton ,-1,,1,
Thu May 21 16:13:19 +0000 2020,BORYS ALFREDO MEJIA AGUIRRE,En colaboracion con CamaradeMadrid el dia de hoy expuse en el Webinar Ecuador frente al Covid 19 Medidas y Oportunidades post crisis EcuadorDestinodeinversiones Ecuadoropenforbusiness ,0,,,1
Thu May 21 16:08:50 +0000 2020,#Â¿NOMBRE,Nos juntamos a varios especialistas en el Webinar sobre buenas practicas en atencion de salud mental en centros residenciales en contexto Covid 19 Agradecemos la presencia de Ignacia Paez gerente del proyecto de Salud Mental del Salud Ec Ecuador Drogas SinDejarANadieAtras ,-1,,1,
Thu May 21 16:08:21 +0000 2020,Gordo Gaytan,EnriqueAlfaroR Sr Gobernador usted es de los pocos que se atrevido alzar la voz seria bueno que voltear a ver lo que esta pasando en Ecuador con el estudio que se realizo el AEMEMI para tratar a infectados de COVID 19 con CDS y son sustentados por documentos ,1,1,,
Thu May 21 16:07:05 +0000 2020,Alfredo Lopez, VenezuelaVictoriosa Lenin en TU Pais Ecuador por si no lo Sabias No es en VENEZUELA la Gente se muere en la Calle a Causa del COVID 19 Cada Minuto que Pasa la Crisis Sanitaria se Agudiza mas los Medicos Abandonan los Hospitales y las Enfermeras Quedan Solas QUE HACES ,0,,,1
Thu May 21 16:05:28 +0000 2020,Conekta21,He publicado un episodio en ivoox COVID 19 Ecuador Mas de 100 Casos de Covid 19 recuperados con CDS Andreas Kalcker 2 audios 18 5 2020 Coronavirus podcast ,0,,,1
Thu May 21 15:55:40 +0000 2020,Holguer Guerrero EC,Enfrentamiento entre vendedores informales con la PoliciaEcuador agentesdequito en el Comite del Pueblo Covid 19 Quito Ecuador ,0,,,1
Thu May 21 15:51:40 +0000 2020,Guillermo  Medina,bbcmundo Porque la conduccion de Bolivia esta en mano de Fascistas porque empobrecen al pueblo hacen negocio y el que osa levantar la voz es calificado de terrorista es la forma de combatir al Covid 19 lo mismo que Chile y Ecuador,-1,,1,
Thu May 21 15:46:14 +0000 2020,Radio Modelo FM 977, Sobreprecio de mas de 1300 en bolsas para cadaveres por el Covid 19 en Ecuador ,0,,,1
Thu May 21 15:40:00 +0000 2020,Efecto Cocuyo, SepaQue DirOPSPAHO hizo sonar la alarma sobre la situacion en la Amazonia que alberga mas de 2 400 territorios indigenas en ocho paises Brasil Peru Colombia Bolivia Ecuador Venezuela Guyana y Surinam ,-1,,1,
Thu May 21 15:39:56 +0000 2020,#OnkaTvR Luis Carrillo,Sigue emergencia en Ecuador en una semana Quito duplico sus casos de COVID 19 PSUV VenezuelaVictoriosa ,-1,,1,
Thu May 21 15:39:51 +0000 2020,TouchTv, Ecuador Casi un mes de retraso en sueldos URGENTE Ministro de Economia Richard Martinez dice que este jueves completarian pago de sueldos del sector publico Docentes universitarios publicos esta a la espera Touchtv Covid 19 COVID19Ecuador EcuadorSOS ,0,,,1
Thu May 21 15:32:36 +0000 2020,magallanero,Lenin jguaido Y este chueco imbecil q hace opinando sobre Venezuela si Ecuador esta podrido de covid 19 estos lacayos serviles mmgvos VIRUSGRINGO lo divierten a uno en cuarentena con sus mongolicadas,0,,,1
Thu May 21 15:32:22 +0000 2020,INSPI ECUADOR,En el CRN de Influenza y otros virus respiratorios de INSPI ECUADOR se analizan a nivel nacional las muestras de COVID 19 mediante la tecnica de PCR cuyos resultados se registran en un software de Salud Ec visualizado por la Red Publica Integral de Salud ,-1,,1,
Thu May 21 15:30:27 +0000 2020,Mucho Mejor Ecuador, BlogMME El ser lider conlleva un sin numero de responsabilidades como la resolucion de conflictos y creacion de estrategias que ayuden al equipo de trabajo Pero Cual deberia ser la actitud efectiva que tome ante una crisis Te lo contamos ,-1,,1,
Thu May 21 15:30:03 +0000 2020,ideasparapadres,Las mejores historias avaladas por UNICEF para poder hablar correctamente con nuestros ninos sobre el coronavirus ya estan disponibles para tu descarga puedes encontrarlos en este link ,-1,,1,
Thu May 21 15:28:33 +0000 2020,Ronny David,Al parecer solo Cuando juega la seleccion los ecuatorianos podemos ser hermanos y encima siempre pierden En tiempos de crisis cualquier pretexto cojudo es bueno para discutir defendiendo a quienes nos estan matando Ecuador PaquetazoDeMoreno Covid 19,-1,,1,
Thu May 21 15:27:26 +0000 2020,CERES,La Escuela de la Sostenibilidad les invitar al Webinar CERES Protocolos de Bioseguridad COVID 19 para PYMES dictado por Julio Cesar Aguirre Manufacturing Engineering Manager en General Motors Inscripcion EcuadorSostenible QuedateEnCasa ,0,,,1
Thu May 21 15:27:12 +0000 2020,coronasurveys,diarioas elcomerciocom el telegrafo Estamos estimando el numero de casos de COVID 19 en Ecuador Ayudenos rellenando la siguiente encuesta ,0,,,1
Thu May 21 15:20:18 +0000 2020,Carsnack, PREVENCION COVID 19 Cintas SilverDefender mata el 99 9 de germenes Tenemos los materiales e insumos que tu negocio necesita para la prevencion y seguridad de tus clientes WhatsApp Visitanos en ,0,,,1
Thu May 21 15:12:25 +0000 2020,Wither War,Una pena pero creo q de esto la gente debe aprender muere concejal VioletaAvila con el covid19 hay que tomar en serio Ecuador rikrdo alejandr FERBUSTAMANTEG LoroHomero pamozaec PATODIAZGUEVARA adevaldes LoreGrilloJ AlRojoVivo PrimerImpacto ,0,,,1
Thu May 21 15:06:19 +0000 2020,J. Jesus Lopez Almejo,La gente muriendo en Ecuador por Covid 19 Guayaquil en crisis pidiendo ya no apoyo del gobierno sino dignidad pero este odiador traidor Lenin en lugar de destinar recursos para apoyar al pueblo esta dedicado a acribillar a la administracion del ex pdte MashiRafael ,0,,,1
Thu May 21 15:05:07 +0000 2020,ViajandoX,Descubre un nuevo destino publicado en Ya creaste el tuyo es GRATIS Registrarte NuevoDestino RutaCiclismo PactoMashpi ViajandoX Quito Pichincha Ecuador QuedateEnCasa covid 19 ,0,,,1
Thu May 21 15:04:49 +0000 2020,Marco Navas,El neoliberalismo esta en el tacho de basura de la historia hace rato En la region Chile lo dejo claro En el mundo la pandemia COVID 19 igual En Ecuador SICOPATAS FUNDAMENTALISTAS lo aplicaron para su unico beneficio Resultado Ecuador colapsado Esto lo detendra el pueblo,-1,,1,
Thu May 21 14:59:12 +0000 2020,Euclides Maduro, Inexplicablemente escualido Venezolano en Ecuador advierte sobre el peligro del covid 19 en nuestro pais cuando alla hay 2 888 muertos vs 10 por estos lares Que TAL ,0,,,1
Thu May 21 14:57:59 +0000 2020,Exacto Digital, Quito Ecuador Si estas contagiado COVID 19 no hay que avergonzarse Guarda el aislamiento en tu habitacion para que no contagies a tu familia No salgas a la calle nos contagiaremos todos Busca quien te ayude a llevar los viveres COVID19Ecuador ,1,1,,
Thu May 21 14:57:57 +0000 2020,Danilo Ponce,El drama de la economia ecuatoriana no es el petroleo no el terremoto ni el covid 19 El factor fundamental en general la debacle del Ecuador es el modelo de la FARC familia revolucion ciudadana duplico el gasto publico consolidado en relacion al PIB ,0,,,1
Thu May 21 14:56:49 +0000 2020,Jonathan Choloquinga,Gracias a todos por sus mensajes de apoyo y respaldo Junto a Carlos Remache soy parte del grupo CO VIDA uno los proyectos finalistas en el Hackaton Post Crisis COVID 19 Ecuador Ayudanos votando en el link TequieroverbonitaLatacunga ,0,,,1
Thu May 21 14:50:58 +0000 2020,David Gonzalez M.,Segun endCOVID19 organizacion de cientificos harvard y MIT en LATAM estan enfrentando bien la pandemia Uruguay Costa Rica Paraguay y Cuba Y estan en linea roja o sea mal Colombia Chile Brasil Ecuador Bolivia y otros mas COVID 19 CuarentenaExtendida,-1,,1,
Thu May 21 14:50:28 +0000 2020,Ambato Libertad,420 contagiados de COVID 19 en carcel de Ambato ,-1,,1,
Thu May 21 14:48:30 +0000 2020,ZaidSaral,Aqui en Ecuador tenemos a un grupo de delincuentes llamado gobierno mas de 14 mil muertes por COVID 19 jamas dieron equipos de proteccion a tiempo a medicos peor insumos y como si esto fuera poco a los que llamaron ayer HEROES hoy los despiden Lenin es corrupcion ,0,,,1
Thu May 21 14:46:54 +0000 2020,Rodolfo / VOLVIM[?]S,Violeta Avila medica pedriata y concejala en Ecuador le decia a la ciudadania que el coronavirus no es mortal y recomendo no usar mascarillas MURIO DE Covid 19 victima de la desidia y de su propia estupidez Fue responsable del contagio y muerte de miles de ecuatorianos ,1,1,,
Thu May 21 14:40:30 +0000 2020,Victor Lujan C., Financial Times recalca que en todos los paises se tienen sub registros pone como ejemplos a la provincia del Guayas en Ecuador donde desde inicios de marzo se han registrado 10 000 decesos mas de lo normal ,-1,,1,
Thu May 21 14:40:04 +0000 2020,Vicente Minniti Estrada,Lenin Como hicieron para no mezclarse tanta mierda Junta tu eres un fracasado la poblacion de Ecuador se hunde en la miseria y el covid 19 Bolsonaro Ivan asi como el resto de PROSUR son ratas de la misma madriguera ,-1,,1,
Thu May 21 14:39:31 +0000 2020,Maria Gabriela Munoz,Exacto Esto se llama entender comprender asumir la nueva realidad Por mas iniciativas y ejemplos como estos Los costos en todo ya no pueden ser los mismos Gracias cesarmontanog Ecuador COVID 19 ,0,,,1
Thu May 21 14:37:20 +0000 2020,Steeven Macias, Riobamba 17 internos del Centro de Rehabilitacion Social se contagiaron con Covid 19 4 fueron trasladados a una casa de salud por complicaciones La Gobernacion de Chimborazo informo que 13 PPL permanecen aislados en celdas adecuadas EmergenciaSanitaria Ecuador ,0,,,1
Thu May 21 14:36:39 +0000 2020,Vinculacion PUCE, Dialogos post COVID 19 para repensar el Ecuador HOY 21 de mayo de 2020 a las 15h00 a 17h00 Inscribete en Luego de la inscripcion recibiras un correo electronico de confirmacion con informacion para unirse al seminario web ,-1,,1,
Thu May 21 14:31:16 +0000 2020,Mini Super Store,En el minisuperstore1 encontraras FUNDAS EMPAQUES BIOSEGURIDAD Y mucho mas ecuador Quito QuitoSolidario covid 19 EnvioADomicilo Restaurantes en Distrito Metropolitano de Quito ,1,1,,
Thu May 21 14:30:18 +0000 2020,Joanna San Martin, MMS ya hicieron estudios clinicos en Ecuador con pacientes de covid 19 y el resultado exitoso fue de un 80 de recuperacion ,1,1,,
Thu May 21 14:21:31 +0000 2020,Pamela Velasco M.,Me puse feliz porque lei que en enero ya tendriamos la vacuna contra el Covid 19 lista Pero luego me acorde que estamos en Ecuador y que seguramente cuando llegue tendra sobreprecios la falsificaran y ademas nos cargaran un impuesto adicional por su distribucion ,-1,,1,
Thu May 21 14:17:39 +0000 2020,Dj Charlie Conbocato's, Siguenos Ecuador En tiempos de Covid 19 tienes que Ser Emprendedor Vamos a poner Fiesta y Musica A Tu Vida y Corazon Dj Djs DjShow Concierto Casa YoMeQuedoEnCasa ,0,,,1
Thu May 21 14:13:50 +0000 2020,Oswaldo Vela,Casi el 70 de reos en Ambato da positivo COVID 19 Ecuavisa ,0,,,1
Thu May 21 14:12:06 +0000 2020,Thomson Foundation,Los datos necesitan empatia dice GALEJANDRA93 de Guayaquil Ecuador una ciudad muy afectada por el coronavirus Ella resalta la empatia y enfatiza la humanidad es sus datos usando analisis a mano y MOJO Cursos gratuitos en espanol TFpandemic ,-1,,1,
Thu May 21 14:06:36 +0000 2020,El Lesci,PRIMER ENSAYO CLINICO EN ECUADOR CON CDS ORAL E INTRAVENOSO ,0,,,1
Thu May 21 14:05:52 +0000 2020,Byron Vasconez,La tasa de error en medicion de victimas COVID 19 en varios paises va desde el 20 al 150 Ecuador podria sumar cerca del 100 de error de medicion Urge cambios en el sistema de estadisticas publicas ,-1,,1,
Thu May 21 14:04:07 +0000 2020,Victor J. Ruiz,juliocastrom LuisCarlos La respustaes obvia no ha datos Con lo cual aseverar un brote de covid 19 es una mentira Y si lo hay es irresponsable no advertir con datos reales la situacion del pais al pueblo Si hubiese covid 19 como dicen estuvieramos c cadveres por todos lados peor que en Ecuador,0,,,1
Thu May 21 14:02:04 +0000 2020,Andrea Morla Casis,juanseroldan radiohola989 Les contestes tambien que tienes trabajando a tu padre en la Embajda de Espana El Covid 19 no elimino a todo el Ecuador ustedes lo han matado por completo con su nepotismo trafico de influencias omision negligencia y metida de mano a todo un pais ,-1,,1,
Thu May 21 14:00:50 +0000 2020,Diario CORREO, Noticias Ecuador 34854 contagiados y 2888 fallecidos por COVID 19 hay en el Ecuador Leer mas ,0,,,1
Thu May 21 13:57:26 +0000 2020,Universidad UTE, WEBINARUTE La Maestria en Turismo de la Universidad UTE te invita conocer la vision integral de las posibles estrategias para el desarrollo turistico del Ecuador frente al COVID 19 Inscribete aqui Se entregara certificado digital de asistencia ,-1,,1,
Thu May 21 13:56:57 +0000 2020,Jose Molina, Y si nuestro corazon estuviera inclinado a los testimonios del Senor en vez de a la avaricia Covid 19 coronavirus PuertoRico EstadosUnidos Mexico Colombia ElSalvador Ecuador Brazil Chile Peru Argentina Espana Uruguay Dios Jesus Biblia fe esperanza amor paz,-1,,1,
Thu May 21 13:54:45 +0000 2020,Franco Barone,Yurik YRT5 LeonidasIzaSal1 pichinchauniver CONAIE Ecuador Micc Ec Coronavirus America Latina sobrepasa a Europa y EE UU como la region con mas casos diarios de covid 19 cuidado se enferman los hermanos indigenas en Jorga debe ser feo morir ahogado con el virus chino,-1,,1,
Thu May 21 13:53:10 +0000 2020,!Quedate en casa ombe!, Video Violeta Avila fallecio por complicaciones asociadas al COVID 19 Avila quien era concejala de Manta en Ecuador se habia hecho famosa por aconsejar no usar mascarillas ya que consideraba El COVID 19 no ,-1,,1,
Thu May 21 13:52:50 +0000 2020,Franco Barone,J30ORTIZ LeonidasIzaSal1 pichinchauniver CONAIE Ecuador Micc Ec Coronavirus America Latina sobrepasa a Europa y EE UU como la region con mas casos diarios de covid 19 cuidado se enferman los hermanos indigenas en Jorga,-1,,1,
Thu May 21 13:51:32 +0000 2020,Franco Barone,David556242133 LeonidasIzaSal1 pichinchauniver CONAIE Ecuador Micc Ec Coronavirus America Latina sobrepasa a Europa y EE UU como la region con mas casos diarios de covid 19 cuidado se enferman los hermanos indigenas en Jorga,0,,,1
Thu May 21 13:51:06 +0000 2020,Franco Barone,richy rey LeonidasIzaSal1 pichinchauniver CONAIE Ecuador Micc Ec Coronavirus America Latina sobrepasa a Europa y EE UU como la region con mas casos diarios de covid 19 cuidado se enferman los hermanos indigenas en Jorga,0,,,1
Thu May 21 13:50:52 +0000 2020,Franco Barone,felipeandrebsc LeonidasIzaSal1 pichinchauniver CONAIE Ecuador Micc Ec Coronavirus America Latina sobrepasa a Europa y EE UU como la region con mas casos diarios de covid 19 cuidado se enferman los hermanos indigenas en Jorga,0,,,1
Thu May 21 13:50:08 +0000 2020,Franco Barone,LeonidasIzaSal1 pichinchauniver CONAIE Ecuador Micc Ec Coronavirus America Latina sobrepasa a Europa y EE UU como la region con mas casos diarios de covid 19 cuidado se enferman los hermanos indigenas en Jorga,-1,,1,
Thu May 21 13:41:20 +0000 2020,Ecuador Noticias, Ecuador COVID 19 en Ecuador 34 854 contagiados y 2 888 fallecidos ,0,,,1
Thu May 21 13:30:31 +0000 2020,Manavision Canal 9, DEPORTES Los clubes y la corporacion LigaPro que organizan el torneo de futbol en Ecuador han decidido reanudar el torneo profesional en julio proximo aunque tambien tendrian listo un plan B si se extiende la pandemia del COVID 19 en el pais ,0,,,1
Thu May 21 13:30:00 +0000 2020,Al Grano Press, Podcast Ecuador ha perdido casi 10 mil millones durante la cuarentena ese rubro representa el doble de lo presupuestado por el Gobierno para educacion y salud en 2020 Escucha nuestro nuevo episodio ,-1,,1,
Thu May 21 13:30:00 +0000 2020,Venezuela al Dia, 21May Concejal en Ecuador que desestimo uso de mascarillas murio por COVID 19 ,0,,,1
Thu May 21 13:29:48 +0000 2020,Banco del Pacifico,IreneSi74914862 Hola Irene Reactivate Ecuador es un nuevo producto que esta dirigido a personas o empresas de los segmentos Micro Pyme Pequenas y Medianas Empresas que hayan tenido afectacion por el COVID 19 en la disminucion de las ventas durante la emergencia GMdeg,0,,,1
Thu May 21 13:29:45 +0000 2020,oscar alvarez,Fallece concejala ecuatoriana que incito a no usar mascarilla y dijo que COVID 19 no es mortal via larepublica pe,-1,,1,
Thu May 21 13:22:20 +0000 2020,Andres Valdivieso,Que bien dicho hay cientos de miles q tomarian un puesto en la burocracia NO se dan cuenta que la peor crisis en la historia del Pais Ecuador Covid 19 ,0,,,1
Thu May 21 13:08:09 +0000 2020,Monica Salazar, El personal de las unidades medicas ha sido desvinculado en medio de la pandemia por covid 19 El Comercio ECUADOR PAIS TAN SAQUEADO QUE HASTA DESPIDEN A LOS MEDICOS despues de haber trabajado sin proteccion INFIERNO DEJADO POR CORREISTAS ,-1,,1,
Thu May 21 12:54:11 +0000 2020,Diario Expreso,Entre lo mas importante Milagro pasa a semaforo amarillo nuevo reporte de cifras en Ecuador debate de proyecto de ley de prevencion y contrabando gestion de la crisis del COVID 19 en Brasil uso obligatorio de mascarillas en Espana ,-1,,1,
Thu May 21 12:53:24 +0000 2020,La Hora de La Verdad, AlAire en entrevista en Horadelaverdad con el exministro FlondonoHoyos Fernando Balda fernandobalda politico y exdiputado de Ecuador Habla de la situacion en su pais en medio de la pandemia por Covid 19 ,0,,,1
Thu May 21 12:47:49 +0000 2020,Washazos,Ademas en Peru y Ecuador se incrementan las muertes por Covid 19 Enlaces en directo con nuestros companeros desde esos paises VTV somos todos Facebook vtvsomostodoshonduras ,0,,,1
Thu May 21 12:38:54 +0000 2020,Kavir Sanchez, BuenosDias comparte este Video a tu cosita rica por cierto aplica como TBT porque lo hice Ayer en tiktok Feliz Jueves mi Parche QuedateEnCasa KavirSanchez MusicaPopular ElPrincipeDelDespecho Colombia Bolivia Venezuela Ecuador Covid 19 Iquique Shame ,0,,,1
